GSM15785.cel.gz	GSM15786.cel.gz	GSM15787.cel.gz	GSM15788.cel.gz	GSM15789.cel.gz	GSM15790.cel.gz	GSM15791.cel.gz	GSM15792.cel.gz	GSM15794.cel.gz	GSM15795.cel.gz
216005_at	-0.20264819	-0.32882161	-0.22046952	-0.29215845	-0.26576126	-0.29260559	-0.28121133	-0.32230597	-0.27534279	-0.21663897
216006_at	-0.16058376	-0.22106779	-0.18679309	-0.18611912	-0.16297122	-0.17832315	-0.21857479	-0.19923463	-0.16592219	-0.19365348
216007_at	-0.03014878	0.06077745	-0.06295603	0.04857787	0.02240219	-0.01013187	0.04142183	0.11049371	-0.03974773	0.08213813
216008_s_at	0.37787455	0.312555	0.37489912	0.2444246	0.31255754	0.50690674	0.33398394	0.29264731	0.45630504	0.28041008
216009_at	-0.00390911	0.03637956	-0.0219076	-0.00181198	-0.07709293	0.06395821	0.02995021	0.06691062	0.01841594	-0.01677311
216010_x_at	-0.38203014	-0.40658517	-0.38400132	-0.38157706	-0.32943887	-0.34057441	-0.34505335	-0.34761641	-0.39288488	-0.40578336
216011_at	-0.1069817	-0.20548275	-0.10229434	-0.18218582	-0.18742903	-0.10630096	-0.19977855	-0.18418096	-0.15752689	-0.20577306
216012_at	-0.07102135	-0.10592497	-0.12219441	-0.16831716	-0.08099214	-0.1164479	-0.12684969	-0.1427297	-0.15002901	-0.1572674
216013_at	-0.198442	-0.11421982	-0.13643971	-0.15899839	-0.12749056	-0.14319146	-0.12158924	-0.18172321	-0.16896938	-0.17983547
216014_s_at	-0.16474548	-0.11074646	-0.14808546	-0.1231764	-0.24249926	-0.12205771	-0.14673465	-0.12194914	-0.15224477	-0.1637144
216015_s_at	-0.17183894	-0.13426267	-0.13574318	-0.18508223	-0.20143943	-0.18149175	-0.1427803	-0.03167922	-0.15806847	-0.1301269
216016_at	-0.09924867	-0.06578902	-0.12222109	-0.09228712	-0.06421144	-0.07783431	-0.08118046	-0.08219408	-0.07925451	-0.08647761
216017_s_at	-0.00523378	0.00573354	0.10555725	0.01051137	0.07996904	0.08078034	0.05512727	-0.05998323	0.12668182	0.01853753
216018_at	0.12274636	0.07010186	-0.01153228	0.00161955	0.01205461	0.03494633	0.0519394	0.01294558	0.03424219	-0.01614763
216019_x_at	0.31820492	0.32630773	0.29371959	0.29859099	0.3656571	0.31291142	0.35791156	0.33918188	0.33989349	0.29987344
216020_at	-0.22687743	-0.31194544	-0.27514395	-0.25958371	-0.31357482	-0.25141946	-0.25882859	-0.32814689	-0.25934169	-0.29331855
216021_s_at	0.1451847	0.06221566	0.08509239	0.08008041	0.06140865	0.16226101	0.08636101	0.07886876	0.0670945	0.07369847
216022_at	0.02627456	-0.00631164	0.03071865	0.04023836	-0.01595119	0.01839462	0.0190498	0.09656854	0.01481053	0.02386234
216023_at	-0.27899712	-0.2602691	-0.21193381	-0.16651542	-0.2670945	-0.22491838	-0.23072906	-0.24944186	-0.20895559	-0.25693378
216024_at	-0.21233365	-0.16103981	-0.18025908	-0.18007135	-0.13938275	-0.14144895	-0.18258823	-0.14734992	-0.16424478	-0.17281825
216025_x_at	0.20140043	0.24778412	0.18285929	0.10971761	0.16163551	0.27771344	0.24916211	0.3098504	0.18432573	0.1654182
216026_s_at	0.82647971	0.65752873	0.75259827	0.64562977	0.71282839	0.80940756	0.68857762	0.51193575	0.74251952	0.69011135
216027_at	-0.31437037	-0.26660335	-0.31014121	-0.30817349	-0.26328374	-0.29063677	-0.24793483	-0.23659385	-0.30341961	-0.24828199
216028_at	0.99339876	0.96588022	0.87535711	0.95617922	0.90370474	1.11678201	0.9665273	0.93238977	1.06782544	0.89814049
216029_at	-0.01714397	0.02367945	0.02613674	0.00743596	-0.0040675	0.03898135	-0.0411818	-0.01456714	-0.01154721	-0.01968492
216030_s_at	-0.20645732	-0.21737164	-0.25516119	-0.18456983	-0.24841636	-0.22781655	-0.21641031	-0.1108029	-0.19107093	-0.24255223
216031_x_at	0.00503209	0.32595568	0.16680678	0.05034485	0.09424447	0.38461678	0.17698228	0.1227308	0.33190032	0.07625576
216032_s_at	1.38956265	1.4009723	1.55416524	1.20139962	1.50550364	1.39437786	1.23221507	1.12811679	1.36864315	1.33547201
216033_s_at	0.62728168	0.66399593	0.71283216	0.40039978	0.72562686	0.79755844	0.56285355	0.47789686	0.75688135	0.49897383
216034_at	-0.13223225	-0.04314736	-0.1187933	-0.13181749	-0.10527034	-0.09794109	-0.10217518	-0.00310599	-0.13788907	-0.10787635
216035_x_at	0.48700853	0.57575562	0.5367083	0.4093896	0.43545392	0.78166087	0.65889466	0.53537362	0.72486032	0.36769853
216036_x_at	0.0883569	0.02605471	0.06873964	0.05347566	0.03015303	0.11585731	0.05423664	0.02552589	0.09304181	0.04722601
216037_x_at	0.35435369	0.69780473	0.41586982	0.4231097	0.53991418	0.59225852	0.65120291	0.64698497	0.51489931	0.52273337
216038_x_at	0.93039169	0.88507578	0.89076414	0.82345321	0.88548426	0.89745466	0.86203661	0.96148148	0.87835631	0.86277873
216039_at	-0.17038894	-0.04387812	-0.21351902	-0.17305046	-0.11076823	-0.21102803	-0.11763987	-0.02614658	-0.1902404	-0.12357778
216040_x_at	-0.09797083	-0.11170914	-0.07880069	-0.07050099	-0.03722656	-0.13881741	-0.09023686	-0.11082978	-0.08743702	-0.08098033
216041_x_at	1.77018461	1.42256216	1.62867383	1.46442465	1.66434334	1.56592419	1.52643584	1.41191482	1.32013838	1.65174958
216042_at	0.22044407	0.31528764	0.21655873	0.26452439	0.25781466	0.28468278	0.25988387	0.31274248	0.21514509	0.27606492
216043_x_at	0.02162759	-0.00861102	-0.02345102	-0.04755972	-0.04813834	-0.00777448	-0.0353254	-0.04635712	-0.03731831	-0.05928441
216044_x_at	0.60259711	0.75907562	0.61797231	0.50742731	0.59546584	0.80559774	0.63260449	0.58539705	0.72172152	0.55210833
216045_at	-0.26873021	-0.28953506	-0.3273779	-0.27420298	-0.29050189	-0.28589038	-0.21183435	-0.24742848	-0.22640019	-0.291175
216046_at	0.13541979	0.11289502	0.12291144	0.15254396	0.15745842	0.15717621	0.1100835	0.0927447	0.12831581	0.14944927
216047_x_at	-0.00689761	-0.02477068	-0.0413812	-0.08525723	-0.06334005	0.03244309	-0.04525248	-0.08833574	-0.00050707	-0.01443854
216048_s_at	0.2270487	0.62600283	0.66482278	0.24379151	0.44275264	0.84242106	0.50650955	0.43267268	0.64974974	0.34976129
216049_at	-0.02231306	-0.02335615	-0.0260932	-0.08988386	-0.02771406	0.03901595	-0.01831094	-0.11280326	0.00084854	-0.03686584
216050_at	-0.28981381	-0.26850801	-0.24625951	-0.23190696	-0.24161955	-0.25486934	-0.25907872	-0.24488557	-0.22964861	-0.2719954
216051_x_at	0.45721933	0.44750555	0.5133712	0.52737543	0.44404854	0.45171041	0.40922224	0.53696313	0.42640458	0.49400493
216052_x_at	-0.09710545	-0.07781185	-0.1306424	-0.11421318	-0.14152501	0.00237137	-0.05425138	-0.07709507	0.02968623	-0.1868838
216053_x_at	-0.15384857	-0.17996673	-0.16803146	-0.14867798	-0.14772044	-0.14814066	-0.10906298	-0.1230104	-0.17850679	-0.15697129
216054_x_at	0.06135565	0.08716588	0.10010119	0.0266928	0.03145827	0.07177496	0.03948566	0.04310776	0.08823323	0.03836551
216055_at	-0.31352039	-0.27505661	-0.27593436	-0.28270624	-0.31769293	-0.28065195	-0.31876523	-0.28127864	-0.31693768	-0.28658452
216056_at	-0.22669076	-0.19758122	-0.19696284	-0.22748715	-0.19826726	-0.21404801	-0.21477485	-0.21967984	-0.22579714	-0.23435987
216057_at	-0.16342508	-0.20308712	-0.20940187	-0.16972865	-0.13603279	-0.18960422	-0.16895702	-0.17395961	-0.15992681	-0.20383815
216058_s_at	0.05795357	0.1343089	0.03614209	0.05356044	0.04187436	0.06198427	0.12471806	0.19628838	0.05283586	0.07802099
216059_at	-0.03640022	-0.08058738	-0.06864147	-0.08212506	-0.06211286	-0.01086979	-0.06875587	-0.06143502	-0.05345685	-0.05430474
216060_s_at	0.44954678	0.54758756	0.43195729	0.37895578	0.38656963	0.70752767	0.53357263	0.4114809	0.59525677	0.30793471
216061_x_at	0.3577152	0.33540734	0.33109445	0.28004435	0.25676617	0.38210675	0.32256133	0.29628649	0.30499492	0.31939508
216062_at	-0.00733905	-0.03783374	-0.04607558	-0.00762025	-0.00795248	0.00457624	-0.04077666	-0.02245301	-0.01929502	0.01831971
216063_at	-0.11893569	-0.16791856	-0.08809291	-0.18278742	-0.10373293	-0.06451919	-0.12811258	-0.14052411	-0.08573334	-0.15796312
216064_s_at	-0.11062844	-0.05850386	-0.04138684	-0.12697943	-0.11215883	0.01472377	-0.10895513	-0.11018952	-0.03805563	-0.1679996
216065_at	-0.20485045	-0.19881419	-0.20177613	-0.17801116	-0.16936097	-0.17276915	-0.18091463	-0.14314855	-0.16669175	-0.19804366
216066_at	0.0013587	0.00561487	0.03073737	0.01748924	-0.01643905	0.0640868	0.01836419	0.07154754	0.0336178	0.03931089
216067_at	-0.13221851	-0.12360367	-0.1177484	-0.07312143	-0.05332646	-0.12877108	-0.1124852	-0.09685841	-0.10281016	-0.12061573
216068_at	-0.25107004	-0.20978754	-0.29587445	-0.24490193	-0.26592399	-0.26847035	-0.24082656	-0.18883226	-0.27660824	-0.22036299
216069_at	-0.08479025	-0.14453128	-0.07288514	-0.14224895	-0.11810753	-0.04576912	-0.08118172	-0.14346174	-0.02501552	-0.10165801
216070_at	-0.10914587	-0.11565964	-0.11068826	-0.11170564	-0.1174051	-0.05524514	-0.06192142	-0.1151891	-0.11241445	-0.07935549
216071_x_at	0.33296487	0.11811243	0.21993895	0.16347758	0.19118194	0.33124986	0.1810663	0.06176164	0.30107212	0.1478363
216072_at	-0.01002291	0.04255048	-0.00390883	0.01565366	0.0097182	0.00239987	0.04326537	0.1273511	-0.01113175	-0.0432453
216073_at	-0.24353935	-0.30743585	-0.21568756	-0.23754902	-0.27651634	-0.18886605	-0.23746204	-0.28374874	-0.19451428	-0.22880233
216074_x_at	0.14578841	0.07531246	0.19698091	0.1050202	0.14284888	0.15266745	0.08087807	0.05023221	0.19636149	0.11145703
216075_at	0.09526555	-0.01036522	0.01779126	0.00771597	0.05947953	0.11331742	-0.01870951	-0.03983253	0.08859937	0.04872713
216076_at	0.15851256	0.1070148	0.19080339	0.06389364	0.13656802	0.23856718	0.12158084	0.03998613	0.1406955	0.08341972
216077_s_at	-0.17401359	-0.13604903	-0.14674332	-0.1408801	-0.10755882	-0.11335883	-0.12089527	-0.10387954	-0.1277897	-0.14437921
216078_at	-0.02004271	0.0690745	0.05235211	0.0448714	0.00562958	0.0532005	0.05069281	0.12843616	-0.00280269	0.02777068
216079_at	-0.03226118	-0.07539361	-0.04499827	-0.05820605	-0.08389699	-0.08510714	-0.03634647	-0.0613749	-0.04868523	-0.05863574
216080_s_at	0.65094692	0.74648061	0.6838124	0.3581203	0.6146251	0.79315085	0.48672265	0.34759528	0.69338461	0.46458351
216081_at	0.09948537	0.10928002	0.05681379	0.06853637	0.03733693	0.08192551	0.12515005	0.16010477	0.06032441	0.08943909
216082_at	-0.23951823	-0.24682267	-0.26132003	-0.28225045	-0.30468508	-0.18823707	-0.2487561	-0.19047604	-0.16348018	-0.27849415
216083_s_at	0.14908116	0.09128634	0.11141448	0.11988212	0.07468071	0.1024907	0.09682029	0.05547573	0.12815256	0.09623277
216084_at	-0.09632585	-0.17203452	-0.15594322	-0.10980107	-0.12676059	-0.11824833	-0.06674341	-0.1084101	-0.09034529	-0.16279202
216085_at	-0.22501309	-0.15636384	-0.16462677	-0.20672745	-0.19012261	-0.15543696	-0.12393288	-0.13741713	-0.16248786	-0.12378627
216086_at	-0.148711	-0.12779095	-0.16989657	-0.15572973	-0.15387139	-0.113461	-0.18791128	-0.11980751	-0.17775834	-0.16835395
216087_at	-0.18488053	-0.1650436	-0.19959631	-0.14060839	-0.06809308	-0.21959966	-0.17925726	-0.15969174	-0.18967845	-0.22571617
216088_s_at	1.78562832	1.65048097	1.84221593	1.72754528	1.84857136	1.69168971	1.68283901	1.56356871	1.80897759	1.76112223
216089_at	-0.17835484	-0.19956937	-0.22198891	-0.20449485	-0.17048874	-0.16853885	-0.21206956	-0.20013407	-0.15635387	-0.23308583
216090_x_at	-0.07310442	-0.02929899	-0.07668131	-0.05830977	-0.07728671	-0.00732946	-0.01456065	0.03609402	-0.05894985	-0.07599468
216091_s_at	-0.22020115	-0.24126189	-0.18796512	-0.24579369	-0.1841405	-0.17375146	-0.18450434	-0.27812243	-0.16773793	-0.20098358
216092_s_at	0.27610488	0.22812038	0.31522098	0.24479601	0.23605038	0.29909762	0.23473641	0.22334952	0.23945986	0.17167727
216093_at	-0.18996413	-0.20465118	-0.23719984	-0.24014346	-0.23175919	-0.20430256	-0.21330459	-0.2541564	-0.18764524	-0.21306464
216094_at	-0.16721421	-0.17484301	-0.20236558	-0.19053359	-0.16798712	-0.19136215	-0.13336977	-0.14658547	-0.17399232	-0.15207984
216095_x_at	1.21000236	1.04946082	1.09012929	1.08361004	1.122033	1.17950978	1.05137385	1.00825314	1.14545128	1.09742985
216096_s_at	-0.07910699	-0.18530402	-0.16013987	-0.18043967	-0.17990245	-0.1642978	-0.17226444	-0.14898417	-0.1984325	-0.17512556
216097_at	-0.21282646	-0.18423658	-0.20213861	-0.23152788	-0.21827544	-0.20711872	-0.20438042	-0.17429155	-0.19928397	-0.23300277
216098_s_at	-0.39799001	-0.34602964	-0.35769183	-0.3346106	-0.31001625	-0.34134637	-0.31585823	-0.29257775	-0.3765276	-0.31890782
216099_at	-0.25466351	-0.19419194	-0.27234618	-0.19075223	-0.26354736	-0.22321825	-0.20155993	-0.2296345	-0.2534973	-0.22601684
216100_s_at	-0.07873485	0.24868449	0.18446153	0.0265619	0.23203091	0.29655857	0.13210232	0.09188887	0.24176878	-0.008417
216101_at	0.01804418	0.02171694	0.01066608	0.04718082	0.03626587	0.06344383	0.02576468	0.05717201	0.08083772	0.06488756
216102_at	-0.02461821	-0.02806756	-0.0222074	-0.03294822	-0.047529	-0.03711942	-0.06079636	-0.07363884	0.02104022	-0.05123568
216103_at	-0.10892871	-0.035143	-0.05764517	-0.07143664	-0.08953592	-0.05969359	-0.01768659	-0.03635849	-0.06099893	-0.05751076
216104_at	-0.24231679	-0.14699827	-0.19138326	-0.13796787	-0.130725	-0.15032458	-0.14805076	-0.14942087	-0.18357314	-0.22214765
216105_x_at	0.74146349	0.68435634	0.58115857	0.60935332	0.5824941	0.80724604	0.7347109	0.64648066	0.78429056	0.61891191
216106_at	-0.02855503	0.06960488	-0.08357806	0.01518296	-0.06036482	-0.07217016	0.01828575	0.08870748	-0.0609941	0.03510892
216107_at	0.06573025	0.0817653	0.09239642	-0.0104423	0.05235212	0.12720978	0.06044156	0.08428642	0.0622222	0.04287481
216108_at	-0.24917085	-0.27442736	-0.25298535	-0.23548412	-0.25875167	-0.28254952	-0.24939523	-0.23090965	-0.29409961	-0.25564443
216109_at	-0.23711927	-0.28642918	-0.26059993	-0.23246843	-0.29507006	-0.22688141	-0.25080329	-0.27176622	-0.2203911	-0.25656403
216110_x_at	0.21144591	0.07764512	0.20899758	0.13348164	0.09599057	0.17490954	0.11873055	0.04654697	0.13151361	0.15667335
216111_x_at	0.07950417	0.20242287	0.26796854	0.12326346	0.12386476	0.27525882	0.11297251	0.07010615	0.25621229	0.10289401
216112_at	0.17289945	0.13419901	0.16362202	0.13623039	0.17008722	0.14568701	0.16391529	0.20917466	0.13151719	0.07145273
216113_at	0.02524735	-0.07662531	-0.08702182	-0.08623713	-0.09058668	-0.08699101	-0.06626375	-0.0424956	0.05669893	-0.07378128
216114_at	0.26191843	0.16915729	0.21284218	0.17712275	0.1701577	0.22514709	0.16105855	0.17006819	0.18795644	0.21417648
216115_at	-0.06678806	-0.02134142	-0.10420901	-0.03728529	-0.02347342	-0.048328	-0.01253005	-0.02038245	-0.11412522	-0.07923524
216116_at	-0.1049443	-0.18940956	-0.08967998	-0.159064	-0.09904879	-0.09060499	-0.16104879	-0.16597107	-0.1161844	-0.16958391
216117_at	-0.00700159	0.00704526	0.03861378	-0.01104812	-0.03132542	0.02855858	-0.01823728	0.0301974	0.02879309	-0.0155913
216118_at	0.02193413	-0.05510951	-0.04951506	-0.11663895	-0.09937054	0.01317316	-0.04589911	-0.09513141	-0.04024289	-0.03050585
216119_s_at	-0.26766819	-0.29304041	-0.32775306	-0.31499969	-0.29302289	-0.34699002	-0.29764357	-0.29066179	-0.28035781	-0.30128862
216120_s_at	-0.23572628	-0.26880869	-0.26485746	-0.24831101	-0.30095157	-0.21000219	-0.23074684	-0.31079544	-0.22242228	-0.27708089
216121_at	-0.17792966	-0.2162448	-0.18963318	-0.19648203	-0.15262785	-0.18043956	-0.20598307	-0.14127492	-0.19733752	-0.21289837
216122_at	-0.20062666	-0.21250985	-0.24786086	-0.20621196	-0.27166558	-0.19826104	-0.19525042	-0.12878771	-0.21784499	-0.20227828
216123_x_at	0.03905227	0.06227078	0.02459201	0.14535644	0.01927598	0.04230678	0.07549769	0.14415199	0.02313292	0.1285198
216124_at	-0.30089852	-0.40054822	-0.33056622	-0.27732688	-0.33426106	-0.30879496	-0.31721239	-0.34602804	-0.30255617	-0.36121624
216125_s_at	0.06255257	0.40095271	0.24442618	0.11712092	0.2418086	0.32817088	0.22603546	0.24419233	0.31116592	0.10759622
216126_at	-0.06909649	-0.01200255	-0.07213054	-0.05935636	-0.06849671	-0.05932817	-0.04813365	-0.09216594	-0.0654042	-0.09959635
216127_at	-0.12573548	-0.07026343	-0.19755183	-0.12890643	-0.18251568	-0.16804818	-0.08211734	-0.117944	-0.17725777	-0.1161411
216128_at	-1.023e-05	-0.0034064	0.0016543	0.00289426	-0.08570259	-0.08742934	-0.04254197	0.01189758	0.01071466	0.0181813
216129_at	-0.06053116	-0.10241851	-0.09695521	-0.08775348	-0.08146834	-0.05221569	-0.04409199	-0.01412972	-0.09852281	-0.07505614
216130_at	-0.11969041	-0.12039261	-0.09010731	-0.12421101	-0.09159757	-0.08408604	-0.0660794	-0.0444062	-0.08067128	-0.10501913
216131_at	-0.20983977	-0.09942863	-0.22231267	-0.18382875	-0.23101977	-0.2255027	-0.15750613	-0.1248776	-0.2462145	-0.19558554
216132_at	-0.19313208	-0.22184954	-0.21478374	-0.1851071	-0.20532044	-0.1295662	-0.21291256	-0.23923448	-0.20323614	-0.2258441
216133_at	-0.17557496	-0.14877925	-0.19130015	-0.15759919	-0.14114685	-0.14484871	-0.15786679	-0.10615348	-0.16026331	-0.16122932
216134_at	0.06831823	0.00598788	0.05615378	0.07329804	0.00675072	0.04208195	0.05021586	0.02717629	0.11209708	0.07951549
216135_at	-0.12767814	-0.19733091	-0.14230016	-0.14627225	-0.18210002	-0.14658655	-0.14863379	-0.19679216	-0.11959465	-0.15027879
216136_at	-0.16153722	-0.17254678	-0.21121551	-0.19801188	-0.2045192	-0.20264855	-0.15028251	-0.16631612	-0.17037485	-0.14326625
216137_s_at	-0.26020483	-0.28325763	-0.18553975	-0.21327384	-0.2426722	-0.27771124	-0.25504003	-0.3191196	-0.19558959	-0.25519195
216138_at	-0.15035117	-0.08534616	-0.10922269	-0.10286553	-0.08032932	-0.12374693	-0.0892556	-0.04162984	-0.03681859	-0.10380069
216139_s_at	-0.20417194	-0.21508741	-0.14433092	-0.22547343	-0.16388233	-0.15090683	-0.17193955	-0.25299984	-0.15685694	-0.23239009
216140_at	-0.24423866	-0.22989327	-0.19235466	-0.2231506	-0.2193238	-0.20124901	-0.18870622	-0.19513095	-0.17571096	-0.20201925
216141_at	0.08736067	0.02035974	0.08864556	0.05361141	0.08055778	0.10349707	0.07058895	-0.06266091	0.10614517	0.09791975
216142_at	0.18200504	0.03340123	0.12326744	0.0539436	0.03761426	0.11693008	0.06108176	0.01631955	0.12093085	0.0883186
216143_at	0.0438826	-0.08982087	0.02351771	-0.03457714	-0.07469327	0.03402144	-0.02432361	-0.11572654	0.01608625	0.02369731
216144_at	-0.13302339	-0.19596698	-0.13510898	-0.13913242	-0.14757555	-0.1420197	-0.16567696	-0.1975617	-0.09398687	-0.23923131
216145_at	0.06927232	0.07376005	0.11078299	0.02122476	0.0775144	0.16496099	0.03462988	0.01086259	0.13722967	0.08019738
216146_at	-0.09708524	-0.08985592	-0.10996144	-0.06304296	-0.12593718	-0.09634859	-0.07681884	-0.08376957	-0.05814815	-0.16293358
216147_at	-0.06680984	-0.15949175	-0.12231954	-0.05522806	-0.11965142	-0.14349161	-0.10037401	-0.14615832	-0.10376229	-0.11431714
216148_at	-0.18888656	-0.16580447	-0.14465055	-0.14427055	-0.1784771	-0.18936187	-0.19568743	-0.16308035	-0.16930481	-0.17915635
216149_at	-0.10629267	-0.08889112	-0.0886562	-0.12670632	-0.10719045	-0.02251715	-0.02885445	-0.04687735	-0.09514636	-0.1214131
216150_at	-0.08391573	-0.01416842	-0.06397554	-0.032055	-0.09386462	-0.01928364	-0.02220899	0.07884327	-0.01956241	-0.05685665
216151_at	-0.14259104	-0.11147037	-0.17412025	-0.13928377	-0.14236456	-0.12647401	-0.13727609	-0.11871751	-0.14218259	-0.10710616
216152_at	-0.0336991	-0.07226961	-0.04628348	-0.07989897	0.033528	0.01077017	-0.01770832	-0.09213808	-0.03305962	-0.07190481
216153_x_at	0.83427519	0.54196882	0.73056314	0.81637782	0.69240779	0.59916118	0.73933233	0.65893432	0.73306723	0.71409083
216154_at	-0.10066984	-0.10640261	-0.12703212	-0.06653209	-0.08477303	-0.06463021	-0.08870898	-0.09739767	-0.07889073	-0.09739284
216155_at	-0.10974591	-0.10941795	-0.09775634	-0.1586527	-0.14512169	-0.07439799	-0.12097626	-0.12978918	-0.06721308	-0.13155318
216156_at	-0.14369043	-0.25977969	-0.20667934	-0.19512238	-0.13142981	-0.14512628	-0.19177956	-0.18861502	-0.13705321	-0.20942825
216157_at	-0.11634249	-0.00376814	-0.08161551	-0.05811691	-0.07680252	-0.04972771	-0.04731782	-0.01464598	-0.11843501	-0.09435274
216158_at	-0.17620694	-0.11598882	-0.2063198	-0.1650454	-0.14825503	-0.17860577	-0.15167647	-0.197172	-0.12080647	-0.18828753
216159_s_at	0.06222521	0.1075579	0.02918738	0.00829138	0.0380028	0.068811	0.10188744	0.11050648	0.03139899	0.01984945
216160_at	-0.14727208	-0.13676831	-0.17607596	-0.17776873	-0.19936933	-0.15010702	-0.18568462	-0.23470977	-0.15882961	-0.16044118
216161_at	0.13548109	0.01925242	0.10712086	0.03576921	0.06324496	0.09668082	-0.01170987	0.06068986	0.07888496	0.07246604
216162_at	-0.19748206	-0.10956513	-0.21220009	-0.19926615	-0.20878363	-0.13615488	-0.16471851	-0.16461015	-0.14896256	-0.18720937
216163_at	0.0363294	-0.05426701	0.02920341	-0.01614645	-0.01633685	0.12949641	-0.00853832	-0.03438836	0.07713461	0.05053652
216164_at	0.32993455	0.2496284	0.33668188	0.21551649	0.24213716	0.34770124	0.2581933	0.22424161	0.29998588	0.26290838
216165_at	-0.17084488	-0.2190842	-0.19955831	-0.15996314	-0.22464971	-0.18310846	-0.20389775	-0.21747621	-0.18091712	-0.19343085
216166_at	-0.21219446	-0.26432842	-0.1895235	-0.22115549	-0.27698884	-0.22517803	-0.22383783	-0.26191746	-0.16212782	-0.24174507
216167_at	-0.11061047	-0.12123947	-0.10392655	-0.15643629	-0.06902379	-0.12023347	-0.10528183	-0.10275794	-0.14866428	-0.11638166
216168_at	-0.10338279	-0.00845529	-0.0505299	-0.07366658	-0.13131921	-0.04270389	-0.05913388	0.02597567	-0.07650109	-0.09085569
216169_at	-0.23237841	-0.09032496	-0.23915435	-0.15405041	-0.16521347	-0.20713979	-0.15918901	-0.05394416	-0.18485635	-0.17662732
216170_at	-0.20528029	-0.18328894	-0.17379611	-0.17437109	-0.19727162	-0.14667885	-0.16824545	-0.17086166	-0.176655	-0.21792859
216171_at	-0.16776955	-0.12239593	-0.2370618	-0.16183077	-0.14432521	-0.16628034	-0.1596431	-0.14225961	-0.16763537	-0.16009776
216172_at	0.16465611	0.11814114	0.11142812	0.12848778	0.15031477	0.14918102	0.08369794	0.05127167	0.112094	0.10096723
216173_at	-0.22770405	-0.20376368	-0.24304617	-0.23112766	-0.27213808	-0.24557077	-0.16019113	-0.15713123	-0.24582024	-0.23794021
216174_at	0.14082259	0.10963065	0.14072211	0.07090921	0.10111352	0.1165746	0.12146336	0.10265745	0.12868764	0.0986264
216175_at	0.26324574	0.0035597	0.19797078	0.12729376	0.07123961	0.19923351	0.01272551	0.07566279	0.18705492	0.10468936
216176_at	0.0862962	0.08612835	0.05126056	-0.05432369	0.03390119	0.18265156	0.06170714	0.05404188	0.12677814	-0.01089013
216177_at	0.3385529	0.26116721	0.32270344	0.30520434	0.27012281	0.29509533	0.24971534	0.20157782	0.35045305	0.14321141
216178_x_at	-0.13719588	0.18601064	-0.14683796	-0.0614761	-0.16251155	-0.12703425	-0.10806597	0.08760002	-0.15092038	-0.04444524
216179_x_at	0.18694984	0.12225742	0.14968472	0.23303498	0.16832692	0.11108564	0.18893848	0.09726196	0.16966889	0.1343047
216180_s_at	0.45142012	0.42624897	0.48014809	0.21439744	0.39845285	0.58414841	0.38374724	0.36473674	0.48905752	0.25284374
216181_at	0.29412029	0.18805113	0.25492747	0.24621743	0.28527196	0.27063461	0.15330026	0.19551475	0.23711593	0.26137083
216182_at	-0.16248645	-0.2089757	-0.17060623	-0.14455701	-0.11969216	-0.1286376	-0.17952778	-0.20066308	-0.1218274	-0.18718202
216183_at	0.0287097	-0.02974743	-0.01043427	-0.036336	-0.01752706	0.07540778	-0.04229602	-0.05149323	0.00265658	-0.05918429
216184_s_at	-0.00909981	0.0275613	-0.04171468	-0.01959845	-0.01663796	-0.0152491	-0.0391459	0.01418785	-0.02305156	-0.03832415
216185_at	-0.20863181	-0.20260877	-0.2188774	-0.2314081	-0.19782469	-0.17622176	-0.19790024	-0.25770797	-0.19160024	-0.22561561
216186_at	0.23716499	0.22773525	0.26724596	0.2282333	0.23738051	0.28429435	0.25311716	0.17048714	0.27370437	0.24590461
216187_x_at	1.38252387	0.95120465	1.1932975	1.35396395	1.08351243	0.97755627	1.1048186	1.06620639	1.16550704	1.28893002
216188_at	-0.03642868	-0.01426053	-0.0537295	-0.06926214	-0.05847513	0.03809928	-0.03894833	-0.00106885	-0.00287833	-0.05756216
216189_at	-0.24388372	-0.20073511	-0.27094102	-0.24957562	-0.22256199	-0.24348259	-0.21611204	-0.25326208	-0.24777832	-0.2051026
216190_x_at	-0.26048101	-0.10391061	-0.15573966	-0.15461566	-0.13100001	-0.1567511	-0.13523772	-0.12191732	-0.15651753	-0.22680654
216191_s_at	-0.2559998	-0.162153	-0.25964134	-0.21971574	-0.22770709	-0.23531809	-0.1936192	-0.21037112	-0.2412877	-0.23674363
216192_at	-0.14117656	-0.10619984	-0.13338185	-0.09745203	-0.137122	-0.10559957	-0.09985966	-0.05471024	-0.11345305	-0.13015144
216193_at	-0.0618528	-0.10902644	-0.07162523	-0.15551332	-0.16882135	-0.04983069	-0.10017843	-0.17803193	-0.06143733	-0.07192401
216194_s_at	1.32206176	1.17579337	1.25536419	1.10293582	1.20735938	1.33179309	1.16434325	1.02183162	1.29531254	1.12316557
216195_at	-0.12990075	-0.07113333	-0.11454647	-0.09368157	-0.13501301	-0.0914616	-0.0673159	-0.0435739	-0.1209433	-0.10170546
216196_at	-0.27839882	-0.31258243	-0.2817132	-0.31083684	-0.29869224	-0.30617566	-0.30507471	-0.29426417	-0.2423678	-0.32794718
216197_at	-0.18564239	-0.2137621	-0.1968917	-0.19356308	-0.20479272	-0.21250489	-0.16077821	-0.18611024	-0.1733313	-0.18652504
